Time,ECG_Signal,Frequency
0.278278278,0.737488502,1.008741925
0.279279279,0.736611125,1.008773367
0.28028028,0.735704247,1.00880481
0.281281281,0.734767903,1.008836252
0.282282282,0.733802127,1.008867694
0.283283283,0.732806957,1.008899137
0.284284284,0.731782432,1.008930579
0.285285285,0.730728589,1.008962022
0.286286286,0.729645469,1.008993464
0.287287287,0.728533115,1.009024906
0.288288288,0.727391568,1.009056348
0.289289289,0.726220873,1.009087791
0.29029029,0.725021074,1.009119233
0.291291291,0.723792219,1.009150675
0.292292292,0.722534353,1.009182117
0.293293293,0.721247527,1.009213559
0.294294294,0.719931789,1.009245001
0.295295295,0.718587191,1.009276443
0.296296296,0.717213784,1.009307885
0.297297297,0.715811622,1.009339327
0.298298298,0.714380759,1.009370769
0.299299299,0.712921251,1.009402211
0.3003003,0.711433155,1.009433652
0.301301301,0.709916528,1.009465094
0.302302302,0.708371429,1.009496536
0.303303303,0.706797919,1.009527978
0.304304304,0.705196058,1.009559419
0.305305305,0.70356591,1.009590861
0.306306306,0.701907537,1.009622302
0.307307307,0.700221005,1.009653744
0.308308308,0.698506379,1.009685185
0.309309309,0.696763727,1.009716627
0.31031031,0.694993116,1.009748068
0.311311311,0.693194616,1.00977951
0.312312312,0.691368296,1.009810951
0.313313313,0.68951423,1.009842392
0.314314314,0.687632488,1.009873834
0.315315315,0.685723145,1.009905275
0.316316316,0.683786276,1.009936716
0.317317317,0.681821957,1.009968157
0.318318318,0.679830265,1.009999598
0.319319319,0.677811277,1.010031039
0.32032032,0.675765074,1.01006248
0.321321321,0.673691735,1.010093921
0.322322322,0.671591342,1.010125362
0.323323323,0.669463978,1.010156803
0.324324324,0.667309726,1.010188244
0.325325325,0.665128671,1.010219685
0.326326326,0.662920899,1.010251126
0.327327327,0.660686497,1.010282566
0.328328328,0.658425553,1.010314007
0.329329329,0.656138155,1.010345448
0.33033033,0.653824395,1.010376888
0.331331331,0.651484363,1.010408329
0.332332332,0.649118151,1.010439769
0.333333333,0.646725853,1.01047121
0.334334334,0.644307563,1.01050265
0.335335335,0.641863376,1.010534091
0.336336336,0.63939339,1.010565531
0.337337337,0.636897702,1.010596972
0.338338338,0.634376409,1.010628412
0.339339339,0.631829613,1.010659852
0.34034034,0.629257413,1.010691292
0.341341341,0.626659911,1.010722732
0.342342342,0.62403721,1.010754173
0.343343343,0.621389413,1.010785613
0.344344344,0.618716626,1.010817053
0.345345345,0.616018954,1.010848493
0.346346346,0.613296504,1.010879933
0.347347347,0.610549384,1.010911373
0.348348348,0.607777702,1.010942812
0.349349349,0.604981569,1.010974252
0.35035035,0.602161094,1.011005692
0.351351351,0.59931639,1.011037132
0.352352352,0.59644757,1.011068571
0.353353353,0.593554747,1.011100011
0.354354354,0.590638037,1.011131451
0.355355355,0.587697553,1.01116289
0.356356356,0.584733415,1.01119433
0.357357357,0.581745738,1.011225769
0.358358358,0.578734641,1.011257209
0.359359359,0.575700245,1.011288648
0.36036036,0.572642669,1.011320087
0.361361361,0.569562035,1.011351527
0.362362362,0.566458466,1.011382966
0.363363363,0.563332084,1.011414405
0.364364364,0.560183014,1.011445844
0.365365365,0.557011381,1.011477283
0.366366366,0.553817311,1.011508722
0.367367367,0.550600931,1.011540161
0.368368368,0.547362368,1.0115716
0.369369369,0.544101753,1.011603039
0.37037037,0.540819214,1.011634478
0.371371371,0.537514882,1.011665917
0.372372372,0.534188888,1.011697356
0.373373373,0.530841366,1.011728795
0.374374374,0.527472447,1.011760233
0.375375375,0.524082267,1.011791672
0.376376376,0.52067096,1.011823111
0.377377377,0.517238662,1.011854549
0.378378378,0.51378551,1.011885988
0.379379379,0.510311642,1.011917426
0.38038038,0.506817195,1.011948864
0.381381381,0.503302309,1.011980303
0.382382382,0.499767125,1.012011741
0.383383383,0.496211783,1.012043179
0.384384384,0.492636424,1.012074618
0.385385385,0.489041192,1.012106056
0.386386386,0.48542623,1.012137494
0.387387387,0.481791682,1.012168932
0.388388388,0.478137693,1.01220037
0.389389389,0.474464409,1.012231808
0.39039039,0.470771976,1.012263246
0.391391391,0.467060542,1.012294684
0.392392392,0.463330255,1.012326122
0.393393393,0.459581264,1.01235756
0.394394394,0.455813719,1.012388997
0.395395395,0.45202777,1.012420435
0.396396396,0.448223568,1.012451873
0.397397397,0.444401265,1.01248331
0.398398398,0.440561015,1.012514748
0.399399399,0.43670297,1.012546185
0.4004004,0.432827284,1.012577623
0.401401401,0.428934114,1.01260906
0.402402402,0.425023613,1.012640497
0.403403403,0.421095939,1.012671935
0.404404404,0.417151249,1.012703372
0.405405405,0.4131897,1.012734809
0.406406406,0.409211451,1.012766246
0.407407407,0.405216661,1.012797683
0.408408408,0.40120549,1.01282912
0.409409409,0.397178098,1.012860557
0.41041041,0.393134647,1.012891994
0.411411411,0.389075299,1.012923431
0.412412412,0.385000215,1.012954868
0.413413413,0.380909559,1.012986305
0.414414414,0.376803495,1.013017742
0.415415415,0.372682187,1.013049178
0.416416416,0.368545801,1.013080615
0.417417417,0.364394502,1.013112052
0.418418418,0.360228456,1.013143488
0.419419419,0.35604783,1.013174925
0.42042042,0.351852792,1.013206361
0.421421421,0.34764351,1.013237797
0.422422422,0.343420153,1.013269234
0.423423423,0.339182889,1.01330067
0.424424424,0.33493189,1.013332106
0.425425425,0.330667325,1.013363542
0.426426426,0.326389365,1.013394979
0.427427427,0.322098182,1.013426415
0.428428428,0.317793947,1.013457851
0.429429429,0.313476835,1.013489287
0.43043043,0.309147017,1.013520722
0.431431431,0.304804668,1.013552158
0.432432432,0.300449962,1.013583594
0.433433433,0.296083074,1.01361503
0.434434434,0.291704179,1.013646465
0.435435435,0.287313452,1.013677901
0.436436436,0.28291107,1.013709337
0.437437437,0.27849721,1.013740772
0.438438438,0.274072049,1.013772208
0.439439439,0.269635765,1.013803643
0.44044044,0.265188537,1.013835078
0.441441441,0.260730541,1.013866514
0.442442442,0.256261959,1.013897949
0.443443443,0.251782968,1.013929384
0.444444444,0.247293751,1.013960819
0.445445445,0.242794485,1.013992254
0.446446446,0.238285354,1.014023689
0.447447447,0.233766537,1.014055124
0.448448448,0.229238217,1.014086559
0.449449449,0.224700576,1.014117994
0.45045045,0.220153796,1.014149429
0.451451451,0.21559806,1.014180864
0.452452452,0.211033551,1.014212298
0.453453453,0.206460453,1.014243733
0.454454454,0.20187895,1.014275168
0.455455455,0.197289226,1.014306602
0.456456456,0.192691466,1.014338037
0.457457457,0.188085855,1.014369471
0.458458458,0.183472578,1.014400905
0.459459459,0.178851821,1.01443234
0.46046046,0.17422377,1.014463774
0.461461461,0.169588612,1.014495208
0.462462462,0.164946533,1.014526642
0.463463463,0.16029772,1.014558076
0.464464464,0.15564236,1.01458951
0.465465465,0.150980641,1.014620944
0.466466466,0.146312751,1.014652378
0.467467467,0.141638877,1.014683812
0.468468468,0.136959208,1.014715246
0.469469469,0.132273933,1.01474668
0.47047047,0.12758324,1.014778113
0.471471471,0.122887318,1.014809547
0.472472472,0.118186358,1.01484098
0.473473473,0.113480548,1.014872414
0.474474474,0.108770077,1.014903847
0.475475475,0.104055137,1.014935281
0.476476476,0.099335917,1.014966714
0.477477477,0.094612607,1.014998147
0.478478478,0.089885399,1.01502958
0.479479479,0.085154482,1.015061014
0.48048048,0.080420047,1.015092447
0.481481481,0.075682287,1.01512388
0.482482482,0.070941391,1.015155313
0.483483483,0.066197551,1.015186746
0.484484484,0.061450959,1.015218178
0.485485485,0.056701806,1.015249611
0.486486486,0.051950284,1.015281044
0.487487487,0.047196585,1.015312477
0.488488488,0.042440901,1.015343909
0.489489489,0.037683423,1.015375342
0.49049049,0.032924345,1.015406774
0.491491491,0.028163857,1.015438207
0.492492492,0.023402154,1.015469639
0.493493493,0.018639426,1.015501071
0.494494494,0.013875866,1.015532503
0.495495495,0.009111668,1.015563936
0.496496496,0.004347023,1.015595368
0.497497497,-0.000417877,1.0156268
0.498498498,-0.005182837,1.015658232
0.499499499,-0.009947667,1.015689664
0.500500501,-0.014712172,1.015721095
0.501501502,-0.019476161,1.015752527
0.502502503,-0.024239441,1.015783959
0.503503504,-0.02900182,1.015815391
0.504504505,-0.033763103,1.015846822
0.505505506,-0.0385231,1.015878254
0.506506507,-0.043281617,1.015909685
0.507507508,-0.048038462,1.015941117
0.508508509,-0.052793442,1.015972548
0.50950951,-0.057546365,1.016003979
0.510510511,-0.062297039,1.016035411
0.511511512,-0.067045271,1.016066842
0.512512513,-0.071790869,1.016098273
0.513513514,-0.076533641,1.016129704
0.514514515,-0.081273395,1.016161135
0.515515516,-0.086009939,1.016192566
0.516516517,-0.090743081,1.016223997
0.517517518,-0.09547263,1.016255427
0.518518519,-0.100198393,1.016286858
0.51951952,-0.10492018,1.016318289
0.520520521,-0.109637799,1.016349719
0.521521522,-0.114351058,1.01638115
0.522522523,-0.119059768,1.01641258
0.523523524,-0.123763737,1.016444011
0.524524525,-0.128462774,1.016475441
0.525525526,-0.13315669,1.016506871
0.526526527,-0.137845293,1.016538302
0.527527528,-0.142528393,1.016569732
0.528528529,-0.147205801,1.016601162
0.52952953,-0.151877328,1.016632592
0.530530531,-0.156542782,1.016664022
0.531531532,-0.161201976,1.016695452
0.532532533,-0.165854721,1.016726881
0.533533534,-0.170500827,1.016758311
0.534534535,-0.175140105,1.016789741
0.535535536,-0.179772369,1.01682117
0.536536537,-0.184397429,1.0168526
0.537537538,-0.189015099,1.016884029
0.538538539,-0.19362519,1.016915459
0.53953954,-0.198227515,1.016946888
0.540540541,-0.202821888,1.016978317
0.541541542,-0.207408122,1.017009747
0.542542543,-0.211986031,1.017041176
0.543543544,-0.216555428,1.017072605
0.544544545,-0.221116129,1.017104034
0.545545546,-0.225667948,1.017135463
0.546546547,-0.2302107,1.017166892
0.547547548,-0.234744201,1.01719832
0.548548549,-0.239268265,1.017229749
0.54954955,-0.24378271,1.017261178
0.550550551,-0.248287352,1.017292606
0.551551552,-0.252782008,1.017324035
0.552552553,-0.257266495,1.017355463
0.553553554,-0.261740631,1.017386892
0.554554555,-0.266204234,1.01741832
0.555555556,-0.270657122,1.017449748
0.556556557,-0.275099114,1.017481177
0.557557558,-0.27953003,1.017512605
0.558558559,-0.283949689,1.017544033
0.55955956,-0.288357911,1.017575461
0.560560561,-0.292754518,1.017606889
0.561561562,-0.29713933,1.017638316
0.562562563,-0.301512168,1.017669744
0.563563564,-0.305872856,1.017701172
0.564564565,-0.310221214,1.017732599
0.565565566,-0.314557067,1.017764027
0.566566567,-0.318880238,1.017795455
0.567567568,-0.32319055,1.017826882
0.568568569,-0.327487829,1.017858309
0.56956957,-0.331771899,1.017889737
0.570570571,-0.336042585,1.017921164
0.571571572,-0.340299714,1.017952591
0.572572573,-0.344543112,1.017984018
0.573573574,-0.348772606,1.018015445
0.574574575,-0.352988024,1.018046872
0.575575576,-0.357189195,1.018078299
0.576576577,-0.361375946,1.018109725
0.577577578,-0.365548107,1.018141152
0.578578579,-0.369705509,1.018172579
0.57957958,-0.37384798,1.018204005
0.580580581,-0.377975354,1.018235432
0.581581582,-0.382087461,1.018266858
0.582582583,-0.386184133,1.018298285
0.583583584,-0.390265204,1.018329711
0.584584585,-0.394330507,1.018361137
0.585585586,-0.398379876,1.018392563
0.586586587,-0.402413145,1.018423989
0.587587588,-0.406430151,1.018455415
0.588588589,-0.410430728,1.018486841
0.58958959,-0.414414715,1.018518267
0.590590591,-0.418381948,1.018549693
0.591591592,-0.422332265,1.018581118
0.592592593,-0.426265505,1.018612544
0.593593594,-0.430181507,1.01864397
0.594594595,-0.434080112,1.018675395
0.595595596,-0.437961159,1.01870682
0.596596597,-0.441824491,1.018738246
0.597597598,-0.445669949,1.018769671
0.598598599,-0.449497376,1.018801096
0.5995996,-0.453306617,1.018832521
0.600600601,-0.457097514,1.018863946
0.601601602,-0.460869914,1.018895371
0.602602603,-0.464623662,1.018926796
0.603603604,-0.468358604,1.018958221
0.604604605,-0.472074588,1.018989646
0.605605606,-0.475771461,1.01902107
0.606606607,-0.479449073,1.019052495
0.607607608,-0.483107273,1.019083919
0.608608609,-0.486745911,1.019115344
0.60960961,-0.490364838,1.019146768
0.610610611,-0.493963906,1.019178192
0.611611612,-0.497542968,1.019209617
0.612612613,-0.501101877,1.019241041
0.613613614,-0.504640488,1.019272465
0.614614615,-0.508158655,1.019303889
0.615615616,-0.511656235,1.019335313
0.616616617,-0.515133083,1.019366736
0.617617618,-0.518589059,1.01939816
0.618618619,-0.522024019,1.019429584
0.61961962,-0.525437824,1.019461007
0.620620621,-0.528830333,1.019492431
0.621621622,-0.532201408,1.019523854
0.622622623,-0.535550909,1.019555278
0.623623624,-0.5388787,1.019586701
0.624624625,-0.542184644,1.019618124
0.625625626,-0.545468605,1.019649547
0.626626627,-0.54873045,1.01968097
0.627627628,-0.551970043,1.019712393
0.628628629,-0.555187252,1.019743816
0.62962963,-0.558381945,1.019775239
0.630630631,-0.561553991,1.019806662
0.631631632,-0.564703259,1.019838084
0.632632633,-0.567829621,1.019869507
0.633633634,-0.570932947,1.019900929
0.634634635,-0.574013111,1.019932352
0.635635636,-0.577069985,1.019963774
0.636636637,-0.580103444,1.019995196
0.637637638,-0.583113363,1.020026619
0.638638639,-0.58609962,1.020058041
0.63963964,-0.58906209,1.020089463
0.640640641,-0.592000652,1.020120885
0.641641642,-0.594915185,1.020152307
0.642642643,-0.597805569,1.020183728
0.643643644,-0.600671686,1.02021515
0.644644645,-0.603513417,1.020246572
0.645645646,-0.606330646,1.020277993
0.646646647,-0.609123256,1.020309415
0.647647648,-0.611891132,1.020340836
0.648648649,-0.614634161,1.020372257
0.64964965,-0.617352229,1.020403679
0.650650651,-0.620045224,1.0204351
0.651651652,-0.622713036,1.020466521
0.652652653,-0.625355555,1.020497942
0.653653654,-0.627972671,1.020529363
0.654654655,-0.630564277,1.020560783
0.655655656,-0.633130265,1.020592204
0.656656657,-0.635670531,1.020623625
0.657657658,-0.638184968,1.020655045
0.658658659,-0.640673474,1.020686466
0.65965966,-0.643135945,1.020717886
0.660660661,-0.64557228,1.020749307
0.661661662,-0.647982378,1.020780727
0.662662663,-0.650366141,1.020812147
0.663663664,-0.652723468,1.020843567
0.664664665,-0.655054263,1.020874987
0.665665666,-0.657358429,1.020906407
0.666666667,-0.659635872,1.020937827
0.667667668,-0.661886497,1.020969247
0.668668669,-0.66411021,1.021000666
0.66966967,-0.66630692,1.021032086
0.670670671,-0.668476536,1.021063505
0.671671672,-0.670618968,1.021094925
0.672672673,-0.672734128,1.021126344
0.673673674,-0.674821927,1.021157763
0.674674675,-0.676882279,1.021189183
0.675675676,-0.678915099,1.021220602
0.676676677,-0.680920302,1.021252021
0.677677678,-0.682897806,1.02128344
0.678678679,-0.684847527,1.021314858
0.67967968,-0.686769386,1.021346277
0.680680681,-0.688663303,1.021377696
0.681681682,-0.690529198,1.021409114
0.682682683,-0.692366994,1.021440533
0.683683684,-0.694176615,1.021471951
0.684684685,-0.695957986,1.02150337
0.685685686,-0.697711032,1.021534788
0.686686687,-0.699435681,1.021566206
0.687687688,-0.701131861,1.021597624
0.688688689,-0.7027995,1.021629042
0.68968969,-0.70443853,1.02166046
0.690690691,-0.706048883,1.021691878
0.691691692,-0.70763049,1.021723295
0.692692693,-0.709183287,1.021754713
0.693693694,-0.710707208,1.021786131
0.694694695,-0.712202189,1.021817548
0.695695696,-0.713668168,1.021848965
0.696696697,-0.715105085,1.021880383
0.697697698,-0.716512878,1.0219118
0.698698699,-0.717891489,1.021943217
0.6996997,-0.719240859,1.021974634
0.700700701,-0.720560933,1.022006051
0.701701702,-0.721851656,1.022037468
0.702702703,-0.723112972,1.022068885
0.703703704,-0.724344829,1.022100301
0.704704705,-0.725547175,1.022131718
0.705705706,-0.72671996,1.022163134
0.706706707,-0.727863134,1.022194551
0.707707708,-0.728976649,1.022225967
0.708708709,-0.730060458,1.022257383
0.70970971,-0.731114515,1.0222888
0.710710711,-0.732138776,1.022320216
0.711711712,-0.733133198,1.022351632
0.712712713,-0.734097738,1.022383048
0.713713714,-0.735032355,1.022414463
0.714714715,-0.73593701,1.022445879
0.715715716,-0.736811664,1.022477295
0.716716717,-0.737656281,1.02250871
0.717717718,-0.738470823,1.022540126
0.718718719,-0.739255257,1.022571541
0.71971972,-0.740009548,1.022602956
0.720720721,-0.740733665,1.022634371
0.721721722,-0.741427576,1.022665787
0.722722723,-0.742091251,1.022697202
0.723723724,-0.742724663,1.022728616
0.724724725,-0.743327782,1.022760031
0.725725726,-0.743900584,1.022791446
0.726726727,-0.744443044,1.022822861
0.727727728,-0.744955137,1.022854275
0.728728729,-0.745436841,1.02288569
0.72972973,-0.745888135,1.022917104
0.730730731,-0.746309,1.022948518
0.731731732,-0.746699415,1.022979933
0.732732733,-0.747059365,1.023011347
0.733733734,-0.747388832,1.023042761
0.734734735,-0.747687802,1.023074175
0.735735736,-0.747956261,1.023105588
0.736736737,-0.748194197,1.023137002
0.737737738,-0.748401597,1.023168416
0.738738739,-0.748578454,1.023199829
0.73973974,-0.748724756,1.023231243
0.740740741,-0.748840498,1.023262656
0.741741742,-0.748925672,1.023294069
0.742742743,-0.748980274,1.023325483
0.743743744,-0.749004301,1.023356896
0.744744745,-0.748997749,1.023388309
0.745745746,-0.748960617,1.023419722
0.746746747,-0.748892906,1.023451134
0.747747748,-0.748794617,1.023482547
0.748748749,-0.748665751,1.02351396
0.74974975,-0.748506314,1.023545372
0.750750751,-0.74831631,1.023576785
0.751751752,-0.748095745,1.023608197
0.752752753,-0.747844627,1.023639609
0.753753754,-0.747562964,1.023671021
0.754754755,-0.747250767,1.023702434
0.755755756,-0.746908048,1.023733845
0.756756757,-0.746534817,1.023765257
0.757757758,-0.74613109,1.023796669
0.758758759,-0.745696882,1.023828081
0.75975976,-0.745232208,1.023859492
0.760760761,-0.744737086,1.023890904
0.761761762,-0.744211536,1.023922315
